gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,27,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,78.41,2124.87,No
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),114.58,348.76,Yes
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.8,2820.46,No
Female,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.38,145.68,No
Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.22,6046.11,No
Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.07,2070.45,Yes
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,210.03,No
Male,0,No,No,49,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.87,3383.24,Yes
Female,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,31.59,106.77,No
Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,69.96,3060.6,No
Female,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,90.21,3064.29,No
Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,67.84,1796.75,No
Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.49,64.8,No
Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,84.6,4535.12,No
Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,67.65,4791.03,No
Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.13,2449.03,No
Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,63.07,2998.57,No
Male,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),26.09,-40.29,No
Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,99.87,3164.02,No
Male,1,No,No,34,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.74,1811.03,No
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.43,4280.13,No
Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,74.18,4085.43,No
Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),37.13,521.95,No
Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,53.78,3662.33,No
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,115.26,315.66,No
Female,0,No,Yes,63,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,92.2,5808.65,No
Male,1,Yes,No,21,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,59.58,1251.61,Yes
Female,0,No,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.11,2509.54,No
Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),77.17,3534.04,Yes
Male,1,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),103.32,521.1,No
Male,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.08,1828.07,Yes
Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,111.86,1022.24,No
Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,102.25,3900.82,No
Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.29,956.76,Yes
Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.89,4605.65,Yes
Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),63.04,3145.43,No
Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),33.4,2013.5,No
Male,0,No,Yes,71,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,98.75,7037.76,No
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.52,3381.76,Yes
Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38.57,2338.79,No
Male,1,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),50.91,2446.65,No
Male,0,No,Yes,50,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),35.13,1774.66,No
Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.86,2172.22,Yes
Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.1,2868.24,No
Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,47.85,1136.71,No
Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,46.15,1611.74,No
Female,0,No,No,59,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.4,1718.97,No
Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.27,672.24,No
Female,0,No,No,64,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.84,3192.81,No
Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),78.45,5676.42,No
Male,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,37.24,1314.04,No
Male,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,90.64,6551.48,No
Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),84.61,2475.44,No
Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.64,1404.23,No
Female,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),20.06,554.52,No
Female,1,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),20.45,75.39,Yes
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.29,3028.35,Yes
Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),59.57,4086.94,No
Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),118.63,7386.13,No
Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,114.74,6322.64,No
Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.14,541.62,No
Female,0,No,No,50,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.18,4238.7,No
Male,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),41.18,1485.87,No
Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),20.91,170.4,No
Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),81.91,3011.06,No
Female,1,No,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,36.17,1871.3,No
Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.44,565.4,Yes
Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.95,2229.86,No
Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,39.43,1903.63,Yes
Male,1,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,21.52,1461.04,No
Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,95.71,3263.23,No
Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.08,647.81,No
Female,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),116.73,1400.13,No
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,117.56,1205.65,Yes
Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.76,111.27,No
Male,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,109.06,1934.13,No
Female,1,Yes,Yes,44,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,22.41,981.74,No
Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,87.3,3898.64,No
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,28.63,1325.02,No
Female,0,No,Yes,48,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),62.07,2987.75,No
Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.92,2672.14,No
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,22.5,685.62,No
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,57.28,2325.68,No
Female,1,No,No,68,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),46.66,3182.04,No
Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,77.59,1414.46,No
Female,1,No,No,38,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),63.24,2426.78,No
Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,80.68,506.45,Yes
Male,0,Yes,No,38,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,18.46,705.83,No
Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.01,3148.71,Yes
Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.51,2965.58,Yes
Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.89,2338.84,No
Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.52,3922.76,No
Female,0,No,Yes,62,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.59,3260.78,Yes
Male,0,No,No,70,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),104.44,7305.85,No
Female,1,Yes,No,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,101.51,4774.99,No
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,34.28,60.04,No
Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.39,3400.87,Yes
Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,79.44,635.54,No
Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),43.38,2605.06,No
Male,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),111.87,2139.88,No
Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.57,2182.33,No
Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,97.96,1081.09,No
Male,1,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.64,2306.73,No
Male,0,No,No,47,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,98.23,4582.79,No
Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,27.73,167.9,No
Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,39.21,514.2,No
Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,90.01,1627.85,No
Female,0,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),33.04,1771.44,Yes
Female,0,No,No,59,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.71,5511.29,No
Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,49.1,3247.98,Yes
Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,2564.51,No
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,55.01,2191.02,No
Female,1,No,No,30,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,78.54,2387.08,No
Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),80.59,3054.3,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),61.88,3163.32,No
Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),111.67,5126.95,No
Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.94,2203.26,No
Female,0,Yes,No,51,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,109.28,5569.09,Yes
Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,92.12,6424.06,No
Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.66,1880.26,No
Female,0,Yes,Yes,4,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,111.45,422.4,No
Male,1,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.24,4605.34,Yes
Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,28.07,113.88,No
Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,84.81,847.36,No
Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,53.94,969.04,No
Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,109.16,2806.25,Yes
Female,0,No,No,28,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.05,2548.15,Yes
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.79,1360.13,Yes
Male,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,41.19,1526.82,No
Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),103.65,6186.48,No
Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.93,5100.06,Yes
Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.66,1553.24,No
Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.53,7500.75,No
Female,0,No,Yes,48,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.83,1755.95,Yes
Female,0,Yes,Yes,14,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.86,911.07,Yes
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,31.27,536.05,No
Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,93.65,3459.21,Yes
Male,0,No,No,21,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.06,1309.76,No
Male,1,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),109.62,6476.83,No
Male,1,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,110.64,7194.13,Yes
Male,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),71.2,1781.01,Yes
Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,28.42,1807.06,No
Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.41,3067.63,No
Male,0,Yes,Yes,2,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),109.04,204.15,No
Male,1,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,71.73,2083.64,No
Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),31.01,539.41,No
Female,0,No,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,25.15,242.11,No
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),112.72,5073.58,No
Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),93.05,1674.78,No
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,77.74,4430.78,No
Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),23.19,81.42,No
Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.24,4238.45,No
Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.25,1458.79,No
Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.03,3277.25,Yes
Female,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.85,687.9,Yes
Female,1,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,93.8,93.41,No
Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,97.44,1623.96,Yes
Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),58.4,3250.42,No
Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.05,2823.39,Yes
Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.72,1756.5,No
Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.79,2326.5,No
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),50.54,2109.76,No
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),98.12,7060.31,No
Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),85.71,6049.31,Yes
Female,0,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,60.96,393.84,No
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),58.51,198.77,No
Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.3,753.86,Yes
Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.58,439.82,Yes
Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.5,1492.88,No
Female,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),67.66,2456.43,No
Female,0,Yes,No,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.03,3434.45,Yes
Male,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,41.42,2100.52,No
Male,0,No,Yes,47,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.36,3579.32,No
Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),116.68,7109.3,No
Female,0,Yes,No,50,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.57,2773.34,No
Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),25.57,78.86,Yes
Female,0,No,Yes,55,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.56,5812.81,No
Female,1,Yes,No,33,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,88.59,2927.79,No
Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,109.07,4787.26,No
Female,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),104.63,1602.51,No
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.96,786.43,Yes
Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,19.28,243.47,Yes
Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,101.64,3090.01,No
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,40.71,512.92,No
Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,27.1,161.07,No
Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.84,1953.36,No
Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,103.1,3962.43,No
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),102.45,1733.23,No
Male,0,No,Yes,19,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),58.46,1097.92,No
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,80.28,70.3,No
Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),85.99,3337.82,Yes
Male,0,No,Yes,29,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.95,2363.43,Yes
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.39,673.46,Yes
Male,1,No,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.14,6428.44,Yes
Male,0,No,No,41,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.64,2293.8,Yes
Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.94,2724.93,No
Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),53.65,2815.27,No
