customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS06588,Female,0,Yes,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,106.38,742.53,Yes
CUS06589,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,52.6,1391.48,No
CUS06590,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),105.1,5160.26,No
CUS06591,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,62.24,3629.53,No
CUS06592,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.48,3030.63,No
CUS06593,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,103.52,216.01,No
CUS06594,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.48,1044.19,No
CUS06595,Male,0,Yes,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.87,869.54,Yes
CUS06596,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),42.35,1081.89,No
CUS06597,Female,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.93,756.41,No
CUS06598,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.97,1934.17,No
CUS06599,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.3,3409.41,Yes
CUS06600,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),54.45,74.4,No
CUS06601,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,115.37,8184.03,No
CUS06602,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.21,159.39,Yes
CUS06603,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.63,635.32,No
CUS06604,Male,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,48.39,1552.79,No
CUS06605,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,41.19,9.69,No
CUS06606,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,41.82,2763.59,No
CUS06607,Male,0,Yes,Yes,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,35.13,518.64,No
CUS06608,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),73.07,1494.84,No
CUS06609,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),90.93,5252.55,Yes
CUS06610,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.3,2586.53,Yes
CUS06611,Female,0,No,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.71,1451.02,No
CUS06612,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,50.71,2.7,No
CUS06613,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,49.74,3592.57,No
CUS06614,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,105.04,874.36,No
CUS06615,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.44,3587.3,No
CUS06616,Male,0,Yes,No,37,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.13,1894.95,No
CUS06617,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,95.72,1371.55,No
CUS06618,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),68.61,2727.6,No
CUS06619,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.67,1127.89,No
CUS06620,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.75,1232.84,No
CUS06621,Female,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),114.52,6040.58,Yes
CUS06622,Male,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,71.25,4920.23,No
CUS06623,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,101.33,3852.28,No
CUS06624,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,40.22,655.23,No
CUS06625,Male,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),100.14,6876.54,No
CUS06626,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.23,758.52,No
CUS06627,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,44.81,2025.92,No
CUS06628,Female,1,Yes,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,82.13,418.57,Yes
CUS06629,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.1,3537.43,No
CUS06630,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.14,900.55,No
CUS06631,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),96.58,2743.39,Yes
CUS06632,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,79.37,3159.69,Yes
CUS06633,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),34.72,2345.96,Yes
CUS06634,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,94.01,5742.24,No
CUS06635,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,50.25,1959.07,No
CUS06636,Male,0,No,Yes,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,110.23,6725.76,No
CUS06637,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,44.51,993.0,No
CUS06638,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,110.23,568.95,No
CUS06639,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,46.34,1802.08,No
CUS06640,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.34,6900.42,No
CUS06641,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.59,2444.32,No
CUS06642,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),116.76,1527.87,No
CUS06643,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,107.71,4716.62,No
CUS06644,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.1,165.23,No
CUS06645,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,78.47,1703.58,No
CUS06646,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),43.75,2656.11,No
CUS06647,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,46.37,735.05,No
CUS06648,Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),95.55,6601.23,No
CUS06649,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,25.29,691.43,Yes
CUS06650,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.76,988.77,Yes
CUS06651,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.49,2001.04,No
CUS06652,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.26,4394.91,Yes
CUS06653,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.74,473.68,Yes
CUS06654,Female,1,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),50.33,2891.57,No
CUS06655,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.86,2027.76,No
CUS06656,Female,0,Yes,No,63,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),80.5,5068.33,No
CUS06657,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.58,4498.54,No
CUS06658,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,18.86,813.09,Yes
CUS06659,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,77.24,1312.76,No
CUS06660,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),57.15,3022.33,Yes
CUS06661,Female,0,No,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.22,5733.55,Yes
CUS06662,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.11,5444.06,No
CUS06663,Male,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73.28,46.75,Yes
CUS06664,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,92.3,3315.38,Yes
CUS06665,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.94,4126.0,No
CUS06666,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.4,2505.67,No
CUS06667,Male,0,No,Yes,66,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.34,4154.22,No
CUS06668,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,90.75,3096.75,No
CUS06669,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.71,813.0,Yes
CUS06670,Female,0,Yes,No,36,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.52,1908.01,Yes
CUS06671,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,112.21,6646.94,No
CUS06672,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,104.92,,No
CUS06673,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.52,715.65,No
CUS06674,Female,0,No,Yes,70,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,20.8,1457.68,Yes
CUS06675,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.1,7947.96,No
CUS06676,Male,1,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,64.43,177.96,No
CUS06677,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),71.11,4230.05,No
CUS06678,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),98.36,4326.53,No
CUS06679,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,40.01,1963.47,No
CUS06680,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),37.85,1849.15,Yes
CUS06681,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.35,4438.49,No
CUS06682,Female,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.3,1083.92,No
CUS06683,Male,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.86,558.99,No
CUS06684,Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.29,1858.05,No
CUS06685,Female,0,No,No,42,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.03,1395.29,No
CUS06686,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.96,6007.77,Yes
CUS06687,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,55.29,239.58,No
CUS06688,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.63,1150.68,No
CUS06689,Female,0,Yes,No,13,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),111.06,1454.42,No
CUS06690,Male,1,No,No,51,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,38.24,1960.64,No
CUS06691,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),19.73,1377.3,No
CUS06692,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.34,183.49,No
CUS06693,Female,1,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.74,5670.1,Yes
CUS06694,Female,1,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,20.99,756.6,No
CUS06695,Female,0,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,102.43,4815.22,No
CUS06696,Female,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.95,1540.4,No
CUS06697,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,89.95,5865.37,No
CUS06698,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.08,728.75,Yes
CUS06699,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.34,1888.56,No
CUS06700,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.5,3760.78,No
CUS06701,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,42.55,1682.71,No
CUS06702,Female,1,No,No,31,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),47.33,1484.78,No
CUS06703,Female,1,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),98.41,5000.97,Yes
CUS06704,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),104.45,423.0,No
CUS06705,Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.65,4975.91,No
CUS06706,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),106.07,6880.75,Yes
CUS06707,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,86.95,4441.34,No
CUS06708,Male,0,No,Yes,48,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),45.03,2148.64,Yes
CUS06709,Male,0,No,No,28,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.09,2884.15,No
CUS06710,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),30.11,1140.32,No
CUS06711,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.43,4261.7,Yes
CUS06712,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.14,431.9,Yes
CUS06713,Female,0,Yes,No,58,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.46,4140.68,No
CUS06714,Female,1,No,No,54,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,93.24,5051.89,No
CUS06715,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),30.71,3.17,No
CUS06716,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2271.35,No
CUS06717,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),64.66,3966.25,No
CUS06718,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.26,725.63,Yes
CUS06719,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.52,5745.84,No
CUS06720,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.42,1003.88,No
CUS06721,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,98.3,5604.69,Yes
CUS06722,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.51,2770.45,No
CUS06723,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),102.9,5050.59,No
CUS06724,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),30.56,766.58,No
CUS06725,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),118.38,1892.02,No
CUS06726,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.08,4204.55,Yes
CUS06727,Male,0,No,Yes,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.54,5671.83,No
CUS06728,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.56,2613.06,Yes
CUS06729,Female,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.55,3521.34,No
CUS06730,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),108.84,5144.91,No
CUS06731,Female,1,No,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,41.19,2792.62,No
CUS06732,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),56.79,965.88,No
CUS06733,Male,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),30.1,723.99,Yes
CUS06734,Female,0,No,No,71,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.25,5748.03,No
CUS06735,Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.61,1011.86,No
CUS06736,Female,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,100.61,4988.29,No
CUS06737,Female,0,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),30.49,549.06,No
CUS06738,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),32.01,1795.67,No
CUS06739,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,50.66,3203.04,No
CUS06740,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,50.43,3543.71,No
CUS06741,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),88.81,4973.29,Yes
CUS06742,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.88,889.12,Yes
CUS06743,Female,1,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73.64,4271.49,No
CUS06744,Male,0,Yes,No,66,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,73.81,4912.03,No
CUS06745,Female,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.78,591.2,No
CUS06746,Female,1,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),111.06,2806.48,Yes
CUS06747,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.49,1871.22,No
CUS06748,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,87.13,1147.45,Yes
CUS06749,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,64.67,504.73,No
CUS06750,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),73.52,430.31,No
CUS06751,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.29,4805.4,No
CUS06752,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,114.62,1258.84,Yes
CUS06753,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,18.38,299.3,No
CUS06754,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.64,6560.64,Yes
CUS06755,Female,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),34.17,263.59,No
CUS06756,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),96.15,3953.06,No
CUS06757,Female,0,Yes,No,36,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.53,3871.1,Yes
CUS06758,Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),72.2,1394.61,No
CUS06759,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),65.31,10.11,No
CUS06760,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.99,165.95,No
CUS06761,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.38,2366.87,No
CUS06762,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),110.28,3626.92,Yes
CUS06763,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.44,3162.97,No
CUS06764,Female,1,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.52,157.49,No
CUS06765,Male,0,Yes,Yes,28,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),42.68,1163.33,No
